Account Number,Meter ID,Billing Start,Billing End,kWh,Unit,Tariff,Service Address
U-1281,MTR-DEL-021,2026-04-12,2026-05-13,59304,kWh,Green Supply,Office Mumbai
U-1282,MTR-DEL-006,2026-04-13,2026-05-12,119020,kWh,HT Industrial,Factory London
U-1283,MTR-BLR-005,2026-04-14,2026-05-14,65552,kWh,Green Supply,Plant Delhi
U-1284,MTR-MUM-005,2026-04-15,2026-05-12,12499,kWh,Time of Use,Warehouse Bangalore
U-1285,MTR-BLR-020,2026-04-16,2026-05-16,11712,kWh,Time of Use,Lab San Francisco
U-1286,MTR-DEL-024,2026-04-17,2026-05-17,21856,kWh,Green Supply,Lab San Francisco
U-1287,MTR-LON-006,2026-04-18,2026-05-16,20833,kWh,HT Industrial,Lab San Francisco
U-1288,MTR-DEL-022,2026-04-19,2026-05-17,101849,kWh,Green Supply,Factory London
U-1289,MTR-SFO-009,2026-04-20,2026-05-19,109801,kWh,General Service,Lab San Francisco
U-1290,MTR-LON-021,2026-04-21,2026-06-04,161115,kWh,HT Industrial,Factory London
U-1291,MTR-BLR-014,2026-04-22,2026-06-05,5896,kWh,HT Industrial,Lab San Francisco
U-1292,MTR-SFO-006,2026-04-23,2026-05-23,161663,kWh,Green Supply,Plant Delhi
U-1293,MTR-BLR-025,2026-04-24,2026-05-25,94339,kWh,Green Supply,Plant Delhi
U-1294,MTR-DEL-024,2026-04-25,2026-05-22,145904,kWh,General Service,Lab San Francisco
U-1295,MTR-LON-016,2026-04-26,2026-05-24,22914,kWh,HT Industrial,Factory London
U-1296,MTR-MUM-006,2026-04-27,2026-05-26,131889,kWh,Time of Use,Warehouse Bangalore
U-1297,MTR-SFO-004,2026-04-28,2026-05-27,147468,kWh,Commercial,Plant Delhi
U-1298,MTR-BLR-017,2026-04-29,2026-05-30,129369,kWh,Commercial,Warehouse Bangalore
U-1299,MTR-BLR-001,2026-04-30,2026-06-13,99058,kWh,HT Industrial,Office Mumbai
U-1300,MTR-MUM-015,2026-05-01,2026-06-01,35414,kWh,General Service,Factory London
U-1301,MTR-MUM-017,2026-05-02,2026-06-02,24878,kWh,Green Supply,Plant Delhi
U-1302,MTR-BLR-016,2026-05-03,2026-06-16,124603,kWh,Green Supply,Lab San Francisco
U-1303,MTR-BLR-008,2026-05-04,2026-06-03,57253,kWh,Time of Use,Office Mumbai
U-1304,MTR-SFO-020,2026-05-05,2026-06-05,100271,kWh,Time of Use,Warehouse Bangalore
U-1305,MTR-MUM-004,2026-05-06,2026-06-03,7630,kWh,General Service,Lab San Francisco
U-1306,MTR-BLR-019,2026-05-07,2026-06-20,40272,kWh,Time of Use,Lab San Francisco
U-1307,MTR-DEL-002,2026-05-08,2026-06-05,14399,kWh,Commercial,Office Mumbai
U-1308,MTR-LON-010,2026-05-09,2026-06-09,15602,kWh,General Service,Factory London
U-1309,MTR-LON-006,2026-05-10,2026-06-08,106475,kWh,Commercial,Office Mumbai
U-1310,MTR-LON-004,2026-05-11,2026-06-24,76101,kWh,HT Industrial,Plant Delhi
U-1311,MTR-BLR-020,2026-05-12,2026-06-12,135840,kWh,Commercial,Office Mumbai
U-1312,MTR-BLR-006,2026-05-13,2026-06-13,143337,kWh,HT Industrial,Lab San Francisco
U-1313,MTR-LON-018,2026-05-14,2026-06-11,115634,kWh,Commercial,Factory London
U-1314,MTR-SFO-001,2026-05-15,2026-06-14,132784,kWh,Commercial,Office Mumbai
U-1315,MTR-MUM-025,2026-05-16,2026-06-12,130327,kWh,Commercial,Warehouse Bangalore
U-1316,MTR-SFO-021,2026-05-17,2026-06-17,20828,kWh,General Service,Plant Delhi
U-1317,MTR-MUM-011,2026-05-18,2026-06-17,173698,kWh,HT Industrial,Factory London
U-1318,MTR-DEL-013,2026-05-19,2026-06-18,174568,kWh,HT Industrial,Plant Delhi
U-1319,MTR-DEL-006,2026-05-20,2026-06-17,74697,kWh,Commercial,Plant Delhi
U-1320,MTR-MUM-006,2026-05-21,2026-06-20,57470,kWh,HT Industrial,Factory London
U-1321,MTR-MUM-009,2026-05-22,2026-06-20,83834,kWh,Time of Use,Plant Delhi
U-1322,MTR-LON-004,2026-05-23,2026-06-22,164386,kWh,HT Industrial,Lab San Francisco
U-1323,MTR-MUM-018,2026-05-24,2026-06-22,167587,kWh,HT Industrial,Plant Delhi
U-1324,MTR-LON-022,2026-05-25,2026-06-21,7530,kWh,HT Industrial,Plant Delhi
U-1325,MTR-DEL-008,2026-05-26,2026-06-23,62719,kWh,Commercial,Plant Delhi
U-1326,MTR-LON-001,2026-05-27,2026-06-25,143657,kWh,HT Industrial,Office Mumbai
U-1327,MTR-DEL-012,2026-05-28,2026-06-24,21010,kWh,Commercial,Lab San Francisco
U-1328,MTR-BLR-021,2026-05-29,2026-06-26,28678,kWh,General Service,Plant Delhi
U-1329,MTR-MUM-010,2026-05-30,2026-06-30,39440,kWh,Green Supply,Warehouse Bangalore
U-1330,MTR-BLR-007,2026-05-31,2026-06-29,75771,kWh,Green Supply,Factory London
U-1331,MTR-BLR-024,2026-06-01,2026-06-30,84609,kWh,HT Industrial,Lab San Francisco
U-1332,MTR-MUM-005,2026-06-02,2026-07-16,81450,kWh,General Service,Lab San Francisco
U-1333,MTR-SFO-016,2026-06-03,2026-06-30,97979,kWh,General Service,Warehouse Bangalore
U-1334,MTR-SFO-021,2026-06-04,2026-07-02,104236,kWh,Time of Use,Lab San Francisco
U-1335,MTR-MUM-013,2026-06-05,2026-07-05,81271,kWh,HT Industrial,Lab San Francisco
U-1336,MTR-MUM-016,2026-06-06,2026-07-03,76535,kWh,Green Supply,Plant Delhi
U-1337,MTR-LON-015,2026-06-07,2026-07-08,48648,kWh,General Service,Plant Delhi
U-1338,MTR-BLR-004,2026-06-08,2026-07-09,58900,kWh,General Service,Warehouse Bangalore
U-1339,MTR-BLR-020,2026-06-09,2026-07-23,98653,kWh,Green Supply,Plant Delhi
U-1340,MTR-MUM-019,2026-06-10,2026-07-11,123355,kWh,General Service,Factory London
U-1341,MTR-DEL-018,2026-06-11,2026-07-12,18596,kWh,Green Supply,Factory London
U-1342,MTR-MUM-025,2026-06-12,2026-07-12,161855,kWh,HT Industrial,Factory London
U-1343,MTR-SFO-009,2026-06-13,2026-07-27,150607,kWh,General Service,Warehouse Bangalore
U-1344,MTR-SFO-012,2026-06-14,2026-07-28,120068,kWh,Green Supply,Plant Delhi
U-1345,MTR-SFO-004,2026-06-15,2026-07-29,131811,kWh,Green Supply,Factory London
U-1346,MTR-SFO-018,2026-06-16,2026-07-15,119644,kWh,Time of Use,Lab San Francisco
U-1347,MTR-BLR-023,2026-06-17,2026-07-31,111326,kWh,General Service,Factory London
U-1348,MTR-SFO-023,2026-06-18,2026-07-18,174080,kWh,Time of Use,Lab San Francisco
U-1349,MTR-MUM-006,2026-06-19,2026-07-19,128686,kWh,Green Supply,Warehouse Bangalore
U-1000,MTR-SFO-002,2026-06-20,2026-08-03,174544,kWh,General Service,Plant Delhi
U-1001,MTR-BLR-016,2026-06-21,2026-07-18,121327,kWh,HT Industrial,Factory London
U-1002,MTR-DEL-025,2026-06-22,2026-07-23,35013,kWh,Commercial,Factory London
U-1003,MTR-MUM-023,2026-06-23,2026-07-21,58834,kWh,Commercial,Office Mumbai
U-1004,MTR-LON-014,2026-06-24,2026-07-24,74182,kWh,HT Industrial,Warehouse Bangalore
U-1005,MTR-MUM-022,2026-06-25,2026-07-25,130866,kWh,General Service,Factory London
U-1006,MTR-DEL-007,2026-06-26,2026-07-25,117769,kWh,Green Supply,Warehouse Bangalore
U-1007,MTR-SFO-016,2026-06-27,2026-08-10,142889,kWh,Time of Use,Office Mumbai
U-1008,MTR-LON-021,2026-06-28,2026-07-28,911,kWh,Time of Use,Warehouse Bangalore
U-1009,MTR-SFO-013,2026-06-29,2026-07-26,120682,kWh,Commercial,Warehouse Bangalore
U-1010,MTR-BLR-003,2026-01-01,2026-01-28,65274,kWh,HT Industrial,Office Mumbai
U-1011,MTR-LON-013,2026-01-02,2026-02-02,115152,kWh,General Service,Lab San Francisco
U-1012,MTR-MUM-016,2026-01-03,2026-01-31,164906,kWh,General Service,Plant Delhi
U-1013,MTR-LON-001,2026-01-04,2026-02-01,41126,kWh,Time of Use,Office Mumbai
U-1014,MTR-LON-005,2026-01-05,2026-02-04,104545,kWh,Commercial,Plant Delhi
U-1015,MTR-MUM-019,2026-01-06,2026-02-06,137122,kWh,Commercial,Factory London
U-1016,MTR-MUM-007,2026-01-07,2026-02-20,8477,kWh,General Service,Lab San Francisco
U-1017,MTR-SFO-007,2026-01-08,2026-02-21,18059,kWh,General Service,Plant Delhi
U-1018,MTR-DEL-025,2026-01-09,2026-02-08,33516,kWh,HT Industrial,Office Mumbai
U-1019,MTR-BLR-004,2026-01-10,2026-02-23,74054,kWh,Time of Use,Office Mumbai
U-1020,MTR-MUM-023,2026-01-11,2026-02-11,20760,kWh,Green Supply,Office Mumbai
U-1021,MTR-LON-007,2026-01-12,2026-02-11,920,kWh,General Service,Office Mumbai
U-1022,MTR-MUM-013,2026-01-13,2026-02-13,104191,kWh,HT Industrial,Plant Delhi
U-1023,MTR-LON-022,2026-01-14,2026-02-27,115422,kWh,Commercial,Office Mumbai
U-1024,MTR-LON-006,2026-01-15,2026-02-15,138645,kWh,Time of Use,Lab San Francisco
U-1025,MTR-BLR-008,2026-01-16,2026-02-15,62931,kWh,Commercial,Factory London
U-1026,MTR-SFO-025,2026-01-17,2026-02-15,12444,kWh,General Service,Office Mumbai
U-1027,MTR-SFO-020,2026-01-18,2026-02-14,109578,kWh,Commercial,Factory London
U-1028,MTR-BLR-010,2026-01-19,2026-02-18,46912,kWh,HT Industrial,Lab San Francisco
U-1029,MTR-DEL-021,2026-01-20,2026-02-20,99587,kWh,General Service,Factory London
U-1030,MTR-SFO-014,2026-01-21,2026-02-17,21975,kWh,Commercial,Warehouse Bangalore
U-1031,MTR-SFO-012,2026-01-22,2026-02-18,97686,kWh,Green Supply,Factory London
U-1032,MTR-DEL-009,2026-01-23,2026-02-22,16337,kWh,General Service,Plant Delhi
U-1033,MTR-DEL-016,2026-01-24,2026-02-24,122041,kWh,Green Supply,Plant Delhi
U-1034,MTR-SFO-001,2026-01-25,2026-02-21,70312,kWh,Time of Use,Lab San Francisco
U-1035,MTR-DEL-021,2026-01-26,2026-02-26,157034,kWh,HT Industrial,Factory London
U-1036,MTR-SFO-011,2026-01-27,2026-02-23,135311,kWh,General Service,Lab San Francisco
U-1037,MTR-DEL-020,2026-01-28,2026-03-13,5979,kWh,Commercial,Plant Delhi
U-1038,MTR-MUM-022,2026-01-29,2026-02-26,27549,kWh,General Service,Factory London
U-1039,MTR-DEL-005,2026-01-30,2026-02-26,82218,kWh,Commercial,Office Mumbai
U-1040,MTR-SFO-012,2026-01-31,2026-03-02,28689,kWh,HT Industrial,Factory London
U-1041,MTR-DEL-012,2026-02-01,2026-03-01,77547,kWh,Green Supply,Office Mumbai
U-1042,MTR-MUM-003,2026-02-02,2026-03-01,73212,kWh,Time of Use,Office Mumbai
U-1043,MTR-DEL-011,2026-02-03,2026-03-04,86014,kWh,Commercial,Warehouse Bangalore
U-1044,MTR-BLR-022,2026-02-04,2026-03-04,89318,kWh,General Service,Plant Delhi
U-1045,MTR-LON-021,2026-02-05,2026-03-07,79207,kWh,General Service,Plant Delhi
U-1046,MTR-MUM-003,2026-02-06,2026-03-07,172055,kWh,Green Supply,Warehouse Bangalore
U-1047,MTR-BLR-024,2026-02-07,2026-03-06,51604,kWh,Commercial,Warehouse Bangalore
U-1048,MTR-LON-017,2026-02-08,2026-03-11,108141,kWh,Time of Use,Lab San Francisco
U-1049,MTR-DEL-003,2026-02-09,2026-03-11,87354,kWh,HT Industrial,Factory London
U-1050,MTR-BLR-002,2026-02-10,2026-03-11,68778,kWh,Time of Use,Warehouse Bangalore
U-1051,MTR-DEL-001,2026-02-11,2026-03-12,170899,kWh,HT Industrial,Lab San Francisco
U-1052,MTR-BLR-022,2026-02-12,2026-03-11,108443,kWh,Commercial,Factory London
U-1053,MTR-DEL-003,2026-02-13,2026-03-14,120976,kWh,Green Supply,Factory London
U-1054,MTR-SFO-009,2026-02-14,2026-03-17,112056,kWh,Green Supply,Factory London
U-1055,MTR-DEL-013,2026-02-15,2026-03-18,163976,kWh,Commercial,Office Mumbai
U-1056,MTR-SFO-002,2026-02-16,2026-03-15,81106,kWh,Time of Use,Warehouse Bangalore
U-1057,MTR-MUM-021,2026-02-17,2026-03-18,72331,kWh,Green Supply,Office Mumbai
U-1058,MTR-LON-013,2026-02-18,2026-03-21,17114,kWh,Time of Use,Warehouse Bangalore
U-1059,MTR-MUM-024,2026-02-19,2026-03-20,6544,kWh,HT Industrial,Office Mumbai
U-1060,MTR-LON-020,2026-02-20,2026-03-20,92174,kWh,HT Industrial,Lab San Francisco
U-1061,MTR-SFO-022,2026-02-21,2026-03-22,10416,kWh,Green Supply,Warehouse Bangalore
U-1062,MTR-LON-002,2026-02-22,2026-03-25,40337,kWh,Time of Use,Factory London
U-1063,MTR-LON-025,2026-02-23,2026-03-24,25895,kWh,Commercial,Warehouse Bangalore
U-1064,MTR-DEL-007,2026-02-24,2026-03-26,22610,kWh,HT Industrial,Office Mumbai
U-1065,MTR-MUM-025,2026-02-25,2026-03-28,171952,kWh,HT Industrial,Warehouse Bangalore
U-1066,MTR-LON-022,2026-02-26,2026-03-28,73590,kWh,Commercial,Lab San Francisco
U-1067,MTR-LON-017,2026-02-27,2026-03-28,123864,kWh,HT Industrial,Lab San Francisco
U-1068,MTR-MUM-024,2026-02-28,2026-03-31,25812,kWh,Commercial,Plant Delhi
U-1069,MTR-SFO-020,2026-03-01,2026-03-30,12886,kWh,General Service,Plant Delhi
U-1070,MTR-BLR-006,2026-03-02,2026-04-01,55503,kWh,General Service,Warehouse Bangalore
U-1071,MTR-SFO-005,2026-03-03,2026-04-16,64050,kWh,Green Supply,Warehouse Bangalore
U-1072,MTR-BLR-004,2026-03-04,2026-04-02,152827,kWh,Commercial,Lab San Francisco
U-1073,MTR-MUM-013,2026-03-05,2026-04-04,94834,kWh,HT Industrial,Plant Delhi
U-1074,MTR-DEL-022,2026-03-06,2026-04-19,159380,kWh,Time of Use,Lab San Francisco
U-1075,MTR-DEL-018,2026-03-07,2026-04-20,28468,kWh,General Service,Warehouse Bangalore
U-1076,MTR-MUM-005,2026-03-08,2026-04-04,7091,kWh,Commercial,Warehouse Bangalore
U-1077,MTR-MUM-016,2026-03-09,2026-04-09,29657,kWh,Commercial,Lab San Francisco
U-1078,MTR-BLR-022,2026-03-10,2026-04-07,70441,kWh,HT Industrial,Factory London
U-1079,MTR-DEL-012,2026-03-11,2026-04-10,149678,kWh,Green Supply,Factory London
U-1080,MTR-LON-013,2026-03-12,2026-04-11,32192,kWh,General Service,Factory London
U-1081,MTR-LON-005,2026-03-13,2026-04-09,128951,kWh,HT Industrial,Plant Delhi
U-1082,MTR-LON-004,2026-03-14,2026-04-13,36989,kWh,Commercial,Warehouse Bangalore
U-1083,MTR-MUM-023,2026-03-15,2026-04-12,85649,kWh,HT Industrial,Warehouse Bangalore
U-1084,MTR-BLR-022,2026-03-16,2026-04-29,55056,kWh,Commercial,Plant Delhi
U-1085,MTR-BLR-021,2026-03-17,2026-04-15,64931,kWh,Green Supply,Warehouse Bangalore
U-1086,MTR-SFO-010,2026-03-18,2026-05-01,142571,kWh,Green Supply,Warehouse Bangalore
U-1087,MTR-BLR-021,2026-03-19,2026-05-02,81672,kWh,HT Industrial,Office Mumbai
U-1088,MTR-MUM-024,2026-03-20,2026-05-03,7471,kWh,Time of Use,Plant Delhi
U-1089,MTR-LON-011,2026-03-21,2026-04-19,117116,kWh,Green Supply,Plant Delhi
U-1090,MTR-DEL-022,2026-03-22,2026-04-21,144459,kWh,General Service,Lab San Francisco
U-1091,MTR-DEL-010,2026-03-23,2026-04-23,45522,kWh,General Service,Warehouse Bangalore
U-1092,MTR-BLR-025,2026-03-24,2026-04-22,74944,kWh,General Service,Warehouse Bangalore
U-1093,MTR-DEL-025,2026-03-25,2026-04-21,105024,kWh,Green Supply,Warehouse Bangalore
U-1094,MTR-DEL-001,2026-03-26,2026-04-26,128100,kWh,Commercial,Lab San Francisco
U-1095,MTR-BLR-012,2026-03-27,2026-04-26,168565,kWh,Green Supply,Warehouse Bangalore
U-1096,MTR-BLR-003,2026-03-28,2026-04-25,42686,kWh,Commercial,Warehouse Bangalore
U-1097,MTR-SFO-010,2026-03-29,2026-04-27,41726,kWh,Green Supply,Warehouse Bangalore
U-1098,MTR-LON-018,2026-03-30,2026-04-29,145927,kWh,Commercial,Factory London
U-1099,MTR-DEL-021,2026-03-31,2026-05-01,20723,kWh,Time of Use,Office Mumbai
U-1100,MTR-BLR-019,2026-04-01,2026-04-28,77087,kWh,Commercial,Lab San Francisco
U-1101,MTR-BLR-011,2026-04-02,2026-05-02,142070,kWh,Green Supply,Office Mumbai
U-1102,MTR-BLR-011,2026-04-03,2026-05-04,2066,kWh,Time of Use,Factory London
U-1103,MTR-MUM-007,2026-04-04,2026-05-03,23785,kWh,Green Supply,Office Mumbai
U-1104,MTR-BLR-010,2026-04-05,2026-05-03,71708,kWh,HT Industrial,Plant Delhi
U-1105,MTR-LON-001,2026-04-06,2026-05-05,120245,kWh,Time of Use,Plant Delhi
U-1106,MTR-DEL-024,2026-04-07,2026-05-07,84462,kWh,Time of Use,Warehouse Bangalore
U-1107,MTR-BLR-007,2026-04-08,2026-05-06,151908,kWh,Commercial,Office Mumbai
U-1108,MTR-LON-010,2026-04-09,2026-05-08,70537,kWh,General Service,Warehouse Bangalore
U-1109,MTR-DEL-016,2026-04-10,2026-05-09,98216,kWh,General Service,Lab San Francisco
U-1110,MTR-SFO-018,2026-04-11,2026-05-10,83810,kWh,HT Industrial,Lab San Francisco
U-1111,MTR-MUM-008,2026-04-12,2026-05-26,158369,kWh,Green Supply,Office Mumbai
U-1112,MTR-DEL-018,2026-04-13,2026-05-12,129645,kWh,General Service,Plant Delhi
U-1113,MTR-LON-011,2026-04-14,2026-05-28,84594,kWh,Green Supply,Plant Delhi
U-1114,MTR-DEL-023,2026-04-15,2026-05-15,111142,kWh,Time of Use,Plant Delhi
U-1115,MTR-SFO-021,2026-04-16,2026-05-13,112527,kWh,Commercial,Warehouse Bangalore
U-1116,MTR-DEL-025,2026-04-17,2026-05-14,78961,kWh,Green Supply,Factory London
U-1117,MTR-LON-004,2026-04-18,2026-05-15,68027,kWh,Time of Use,Lab San Francisco
U-1118,MTR-BLR-012,2026-04-19,2026-05-19,43377,kWh,General Service,Office Mumbai
U-1119,MTR-MUM-005,2026-04-20,2026-05-21,34019,kWh,HT Industrial,Office Mumbai
U-1120,MTR-SFO-012,2026-04-21,2026-05-19,136132,kWh,Commercial,Plant Delhi
U-1121,MTR-MUM-021,2026-04-22,2026-05-21,111525,kWh,Commercial,Plant Delhi
U-1122,MTR-MUM-016,2026-04-23,2026-05-24,12458,kWh,Commercial,Plant Delhi
U-1123,MTR-LON-008,2026-04-24,2026-06-07,124358,kWh,General Service,Plant Delhi
U-1124,MTR-MUM-016,2026-04-25,2026-05-26,131594,kWh,Commercial,Warehouse Bangalore
U-1125,MTR-SFO-006,2026-04-26,2026-05-23,152234,kWh,Commercial,Office Mumbai
U-1126,MTR-DEL-015,2026-04-27,2026-05-25,164252,kWh,HT Industrial,Lab San Francisco
U-1127,MTR-BLR-001,2026-04-28,2026-05-27,37920,kWh,Time of Use,Office Mumbai
U-1128,MTR-DEL-011,2026-04-29,2026-05-29,148205,kWh,Commercial,Plant Delhi
U-1129,MTR-MUM-013,2026-04-30,2026-06-13,41228,kWh,General Service,Warehouse Bangalore
U-1130,MTR-DEL-002,2026-05-01,2026-06-01,152216,kWh,Commercial,Office Mumbai
U-1131,MTR-DEL-002,2026-05-02,2026-05-29,6083,kWh,Commercial,Warehouse Bangalore
U-1132,MTR-MUM-022,2026-05-03,2026-06-02,156799,kWh,Commercial,Office Mumbai
U-1133,MTR-SFO-025,2026-05-04,2026-06-03,150112,kWh,General Service,Lab San Francisco
U-1134,MTR-BLR-018,2026-05-05,2026-06-05,65035,kWh,General Service,Office Mumbai
U-1135,MTR-MUM-006,2026-05-06,2026-06-03,44379,kWh,HT Industrial,Warehouse Bangalore
U-1136,MTR-BLR-014,2026-05-07,2026-06-04,44877,kWh,HT Industrial,Lab San Francisco
U-1137,MTR-MUM-010,2026-05-08,2026-06-04,170198,kWh,Green Supply,Plant Delhi
U-1138,MTR-MUM-012,2026-05-09,2026-06-05,61193,kWh,General Service,Plant Delhi
U-1139,MTR-SFO-001,2026-05-10,2026-06-09,27855,kWh,Time of Use,Plant Delhi
U-1140,MTR-BLR-017,2026-05-11,2026-06-10,142226,kWh,Commercial,Office Mumbai
U-1141,MTR-MUM-015,2026-05-12,2026-06-11,3659,kWh,General Service,Lab San Francisco
U-1142,MTR-SFO-006,2026-05-13,2026-06-13,96897,kWh,General Service,Warehouse Bangalore
U-1143,MTR-MUM-020,2026-05-14,2026-06-27,13223,kWh,Time of Use,Plant Delhi
U-1144,MTR-LON-025,2026-05-15,2026-06-13,22209,kWh,Commercial,Warehouse Bangalore
U-1145,MTR-MUM-004,2026-05-16,2026-06-29,133872,kWh,Green Supply,Plant Delhi
U-1146,MTR-MUM-025,2026-05-17,2026-06-13,150207,kWh,General Service,Factory London
U-1147,MTR-MUM-024,2026-05-18,2026-07-01,76077,kWh,Time of Use,Plant Delhi
U-1148,MTR-DEL-015,2026-05-19,2026-06-15,115997,kWh,Time of Use,Lab San Francisco
U-1149,MTR-MUM-002,2026-05-20,2026-06-16,61647,kWh,Time of Use,Lab San Francisco
U-1150,MTR-BLR-007,2026-05-21,2026-07-04,128137,kWh,Green Supply,Warehouse Bangalore
U-1151,MTR-LON-004,2026-05-22,2026-07-05,90275,kWh,HT Industrial,Plant Delhi
U-1152,MTR-LON-003,2026-05-23,2026-06-20,82980,kWh,General Service,Factory London
U-1153,MTR-MUM-017,2026-05-24,2026-06-24,73332,kWh,Commercial,Office Mumbai
U-1154,MTR-MUM-023,2026-05-25,2026-06-22,35590,kWh,Green Supply,Lab San Francisco
U-1155,MTR-LON-006,2026-05-26,2026-07-09,111895,kWh,Green Supply,Plant Delhi
U-1156,MTR-SFO-021,2026-05-27,2026-06-25,81971,kWh,Commercial,Lab San Francisco
U-1157,MTR-LON-012,2026-05-28,2026-07-11,89187,kWh,General Service,Lab San Francisco
U-1158,MTR-DEL-011,2026-05-29,2026-06-27,127234,kWh,General Service,Office Mumbai
U-1159,MTR-MUM-014,2026-05-30,2026-06-29,171830,kWh,HT Industrial,Plant Delhi
U-1160,MTR-LON-002,2026-05-31,2026-06-30,23267,kWh,HT Industrial,Plant Delhi
U-1161,MTR-DEL-025,2026-06-01,2026-06-29,96196,kWh,Commercial,Factory London
U-1162,MTR-LON-005,2026-06-02,2026-06-30,91695,kWh,Commercial,Plant Delhi
U-1163,MTR-DEL-023,2026-06-03,2026-07-17,123381,kWh,Commercial,Office Mumbai
U-1164,MTR-LON-022,2026-06-04,2026-07-01,88831,kWh,HT Industrial,Office Mumbai
U-1165,MTR-SFO-024,2026-06-05,2026-07-04,139863,kWh,General Service,Factory London
U-1166,MTR-SFO-005,2026-06-06,2026-07-06,65027,kWh,HT Industrial,Office Mumbai
U-1167,MTR-MUM-020,2026-06-07,2026-07-21,58118,kWh,Green Supply,Plant Delhi
U-1168,MTR-DEL-009,2026-06-08,2026-07-08,28933,kWh,Time of Use,Office Mumbai
U-1169,MTR-DEL-015,2026-06-09,2026-07-07,30498,kWh,General Service,Lab San Francisco
U-1170,MTR-LON-004,2026-06-10,2026-07-11,88725,kWh,Time of Use,Lab San Francisco
U-1171,MTR-LON-005,2026-06-11,2026-07-25,30181,kWh,Commercial,Factory London
U-1172,MTR-BLR-018,2026-06-12,2026-07-11,152336,kWh,HT Industrial,Factory London
U-1173,MTR-MUM-001,2026-06-13,2026-07-11,61140,kWh,Green Supply,Factory London
U-1174,MTR-DEL-016,2026-06-14,2026-07-13,143962,kWh,Time of Use,Warehouse Bangalore
U-1175,MTR-SFO-001,2026-06-15,2026-07-12,57268,kWh,Green Supply,Office Mumbai
U-1176,MTR-LON-015,2026-06-16,2026-07-13,280,kWh,HT Industrial,Lab San Francisco
U-1177,MTR-SFO-014,2026-06-17,2026-07-18,15348,kWh,HT Industrial,Plant Delhi
U-1178,MTR-BLR-007,2026-06-18,2026-07-15,107562,kWh,General Service,Warehouse Bangalore
U-1179,MTR-SFO-008,2026-06-19,2026-07-17,71869,kWh,Time of Use,Warehouse Bangalore
U-1180,MTR-BLR-020,2026-06-20,2026-07-18,100898,kWh,Time of Use,Lab San Francisco
U-1181,MTR-DEL-011,2026-06-21,2026-08-04,82495,kWh,General Service,Lab San Francisco
U-1182,MTR-MUM-015,2026-06-22,2026-08-05,172174,kWh,HT Industrial,Lab San Francisco
U-1183,MTR-LON-009,2026-06-23,2026-07-23,131345,kWh,Time of Use,Office Mumbai
U-1184,MTR-LON-002,2026-06-24,2026-07-21,118119,kWh,HT Industrial,Office Mumbai
U-1185,MTR-MUM-002,2026-06-25,2026-07-24,62625,kWh,General Service,Lab San Francisco
U-1186,MTR-SFO-015,2026-06-26,2026-07-23,168275,kWh,Commercial,Office Mumbai
U-1187,MTR-LON-017,2026-06-27,2026-07-26,158048,kWh,Time of Use,Lab San Francisco
U-1188,MTR-DEL-004,2026-06-28,2026-07-29,53838,kWh,Time of Use,Lab San Francisco
U-1189,MTR-MUM-018,2026-06-29,2026-07-28,13071,kWh,HT Industrial,Lab San Francisco
U-1190,MTR-SFO-023,2026-01-01,2026-01-28,8891,kWh,HT Industrial,Factory London
U-1191,MTR-MUM-002,2026-01-02,2026-02-02,85545,kWh,General Service,Lab San Francisco
U-1192,MTR-MUM-019,2026-01-03,2026-01-30,158160,kWh,Commercial,Warehouse Bangalore
U-1193,MTR-MUM-001,2026-01-04,2026-02-01,22601,kWh,Green Supply,Lab San Francisco
U-1194,MTR-SFO-003,2026-01-05,2026-02-02,102187,kWh,Green Supply,Office Mumbai
U-1195,MTR-LON-016,2026-01-06,2026-02-02,62419,kWh,HT Industrial,Factory London
U-1196,MTR-BLR-019,2026-01-07,2026-02-05,883,kWh,General Service,Lab San Francisco
U-1197,MTR-LON-009,2026-01-08,2026-02-08,7218,kWh,Green Supply,Office Mumbai
U-1198,MTR-DEL-015,2026-01-09,2026-02-05,135358,kWh,HT Industrial,Factory London
U-1199,MTR-DEL-008,2026-01-10,2026-02-09,29023,kWh,General Service,Plant Delhi
U-1200,MTR-BLR-024,2026-01-11,2026-02-10,163657,kWh,Time of Use,Plant Delhi
U-1201,MTR-LON-003,2026-01-12,2026-02-08,85588,kWh,Commercial,Plant Delhi
U-1202,MTR-BLR-018,2026-01-13,2026-02-13,100387,kWh,Commercial,Factory London
U-1203,MTR-BLR-010,2026-01-14,2026-02-12,151958,kWh,Time of Use,Office Mumbai
U-1204,MTR-BLR-001,2026-01-15,2026-02-28,139838,kWh,General Service,Warehouse Bangalore
U-1205,MTR-BLR-022,2026-01-16,2026-02-12,137806,kWh,Green Supply,Factory London
U-1206,MTR-BLR-008,2026-01-17,2026-03-02,87221,kWh,General Service,Warehouse Bangalore
U-1207,MTR-SFO-023,2026-01-18,2026-02-16,121288,kWh,General Service,Plant Delhi
U-1208,MTR-MUM-017,2026-01-19,2026-02-16,107683,kWh,General Service,Lab San Francisco
U-1209,MTR-DEL-001,2026-01-20,2026-03-05,32681,kWh,Green Supply,Lab San Francisco
