Trip ID,Category,Trip Date,From Airport,To Airport,Distance Km,Unit,Nights,Employee Region
T-000489,Ground,2026-05-10,,,68,km,,UK
T-000490,Flight,2026-05-11,SIN,BOM,8470,km,,UAE
T-000491,Ground,2026-05-12,,,61,km,,India
T-000492,Flight,2026-05-13,BLR,SFO,,km,,US
T-000493,Flight,2026-05-14,BLR,SFO,6324,km,,UAE
T-000494,Flight,2026-05-15,DXB,JFK,10217,km,,UK
T-000495,Ground,2026-05-16,,,157,km,,Singapore
T-000496,Hotel,2026-05-17,,,,km,9,India
T-000497,Flight,2026-05-18,DXB,BLR,4051,km,,India
T-000498,Flight,2026-05-19,SIN,DXB,11441,km,,UK
T-000499,Flight,2026-05-20,JFK,DXB,6764,km,,US
T-000500,Flight,2026-05-21,BLR,DXB,,km,,UK
T-000501,Ground,2026-05-22,,,44,km,,India
T-000502,Ground,2026-05-23,,,30,km,,India
T-000503,Ground,2026-05-24,,,146,km,,Singapore
T-000504,Hotel,2026-05-25,,,,km,3,UAE
T-000505,Hotel,2026-05-26,,,,km,11,UK
T-000506,Flight,2026-05-27,LHR,DXB,4626,km,,Singapore
T-000507,Hotel,2026-05-28,,,,km,10,UK
T-000508,Ground,2026-05-29,,,86,km,,US
T-000509,Ground,2026-05-30,,,81,km,,India
T-000510,Flight,2026-05-31,SIN,BLR,6383,km,,UAE
T-000511,Hotel,2026-06-01,,,,km,12,Singapore
T-000512,Ground,2026-06-02,,,179,km,,Singapore
T-000513,Ground,2026-06-03,,,154,km,,UAE
T-000514,Hotel,2026-06-04,,,,km,10,Singapore
T-000515,Flight,2026-06-05,SIN,DEL,10301,km,,UAE
T-000516,Ground,2026-06-06,,,55,km,,US
T-000517,Hotel,2026-06-07,,,,km,12,UK
T-000518,Hotel,2026-06-08,,,,km,7,UK
T-000519,Ground,2026-06-09,,,57,km,,India
T-000520,Hotel,2026-06-10,,,,km,11,Singapore
T-000521,Flight,2026-06-11,XXXINVALID,SFO,2430,km,,UK
T-000522,Ground,2026-06-12,,,11,km,,UAE
T-000523,Ground,2026-06-13,,,112,km,,Singapore
T-000524,Ground,2026-06-14,,,78,km,,India
T-000525,Hotel,2026-06-15,,,,km,3,India
T-000526,Flight,2026-06-16,LHR,JFK,9814,km,,India
T-000527,Hotel,2026-06-17,,,,km,8,UK
T-000528,Flight,2026-06-18,BOM,DXB,,km,,UK
T-000529,Flight,2026-06-19,BLR,BOM,6795,km,,India
T-000530,Hotel,2026-06-20,,,,km,1,US
T-000531,Flight,2026-06-21,BLR,SIN,741,km,,UK
T-000532,Hotel,2026-06-22,,,,km,2,UAE
T-000533,Flight,2026-06-23,DXB,DEL,5040,km,,India
T-000534,Flight,2026-06-24,LHR,BOM,9415,km,,UK
T-000535,Flight,2026-06-25,JFK,BOM,4277,km,,UK
T-000536,Ground,2026-06-26,,,165,km,,India
T-000537,Flight,2026-06-27,DXB,JFK,6046,km,,Singapore
T-000538,Hotel,2026-06-28,,,,km,3,US
T-000539,Hotel,2026-06-29,,,,km,9,India
T-000540,Ground,2026-01-01,,,118,km,,UK
T-000541,Flight,2026-01-02,DXB,DEL,2687,km,,US
T-000542,Flight,2026-01-03,JFK,BLR,12081,km,,UK
T-000543,Hotel,2026-01-04,,,,km,2,Singapore
T-000544,Hotel,2026-01-05,,,,km,4,UK
T-000545,Hotel,2026-01-06,,,,km,7,India
T-000546,Hotel,2026-01-07,,,,km,4,UAE
T-000547,Ground,2026-01-08,,,74,km,,US
T-000548,Hotel,2026-01-09,,,,km,3,US
T-000549,Ground,2026-01-10,,,170,km,,India
T-000550,Ground,2026-01-11,,,85,km,,US
T-000551,Ground,2026-01-12,,,20,km,,UK
T-000552,Flight,2026-01-13,SFO,SIN,,km,,India
T-000553,Hotel,2026-01-14,,,,km,4,US
T-000554,Hotel,2026-01-15,,,,km,10,US
T-000555,Flight,2026-01-16,BOM,BLR,5822,km,,US
T-000556,Ground,2026-01-17,,,35,km,,UAE
T-000557,Ground,2026-01-18,,,30,km,,US
T-000558,Ground,2026-01-19,,,163,km,,India
T-000559,Hotel,2026-01-20,,,,km,5,Singapore
T-000560,Flight,2026-01-21,DXB,JFK,,km,,UK
T-000561,Flight,2026-01-22,SFO,LHR,6888,km,,Singapore
T-000562,Hotel,2026-01-23,,,,km,3,India
T-000563,Flight,2026-01-24,BLR,DXB,4769,km,,Singapore
T-000564,Flight,2026-01-25,JFK,BOM,,km,,India
T-000565,Hotel,2026-01-26,,,,km,11,US
T-000566,Flight,2026-01-27,LHR,DXB,3675,km,,UK
T-000567,Flight,2026-01-28,BLR,SIN,5783,km,,Singapore
T-000568,Ground,2026-01-29,,,10,km,,India
T-000569,Flight,2026-01-30,DEL,SIN,5090,km,,US
T-000570,Hotel,2026-01-31,,,,km,8,UAE
T-000571,Flight,2026-02-01,DXB,JFK,3944,km,,Singapore
T-000572,Hotel,2026-02-02,,,,km,9,UK
T-000573,Ground,2026-02-03,,,106,km,,UK
T-000574,Flight,2026-02-04,JFK,DXB,9623,km,,UAE
T-000575,Hotel,2026-02-05,,,,km,12,India
T-000576,Ground,2026-02-06,,,131,km,,UAE
T-000577,Flight,2026-02-07,DXB,LHR,6060,km,,UAE
T-000578,Flight,2026-02-08,JFK,DXB,4616,km,,Singapore
T-000579,Flight,2026-02-09,BOM,BLR,3449,km,,India
T-000580,Ground,2026-02-10,,,40,km,,US
T-000581,Flight,2026-02-11,JFK,BLR,1497,km,,US
T-000582,Flight,2026-02-12,LHR,BLR,4923,km,,UAE
T-000583,Ground,2026-02-13,,,42,km,,India
T-000584,Hotel,2026-02-14,,,,km,2,Singapore
T-000585,Flight,2026-02-15,DEL,BLR,1596,km,,UAE
T-000586,Flight,2026-02-16,BLR,JFK,1190,km,,UK
T-000587,Flight,2026-02-17,BOM,DXB,9213,km,,India
T-000588,Hotel,2026-02-18,,,,km,5,UK
T-000589,Flight,2026-02-19,BOM,DXB,11574,km,,UAE
T-000590,Ground,2026-02-20,,,112,km,,UK
T-000591,Flight,2026-02-21,JFK,DEL,11402,km,,India
T-000592,Ground,2026-02-22,,,50,km,,Singapore
T-000593,Ground,2026-02-23,,,58,km,,UAE
T-000594,Hotel,2026-02-24,,,,km,1,India
T-000595,Hotel,2026-02-25,,,,km,4,US
T-000596,Ground,2026-02-26,,,88,km,,UK
T-000597,Ground,2026-02-27,,,171,km,,India
T-000598,Flight,2026-02-28,LHR,SIN,7257,km,,India
T-000599,Flight,2026-03-01,BLR,DEL,6896,km,,US
T-000600,Hotel,2026-03-02,,,,km,6,Singapore
T-000601,Ground,2026-03-03,,,175,km,,Singapore
T-000602,Flight,2026-03-04,SFO,BOM,7121,km,,India
T-000603,Flight,2026-03-05,DEL,SFO,6781,km,,US
T-000604,Hotel,2026-03-06,,,,km,4,US
T-000605,Flight,2026-03-07,SFO,SIN,1960,km,,UAE
T-000606,Hotel,2026-03-08,,,,km,1,Singapore
T-000607,Flight,2026-03-09,BOM,BLR,11962,km,,UAE
T-000608,Ground,2026-03-10,,,84,km,,US
T-000609,Hotel,2026-03-11,,,,km,1,India
T-000610,Ground,2026-03-12,,,28,km,,India
T-000611,Ground,2026-03-13,,,77,km,,Singapore
T-000612,Hotel,2026-03-14,,,,km,1,UK
T-000613,Flight,2026-03-15,DEL,DXB,7697,km,,Singapore
T-000614,Ground,2026-03-16,,,48,km,,Singapore
T-000615,Ground,2026-03-17,,,26,km,,US
T-000616,Hotel,2026-03-18,,,,km,9,US
T-000617,Ground,2026-03-19,,,61,km,,UK
T-000618,Flight,2026-03-20,BOM,SFO,6924,km,,UAE
T-000619,Ground,2026-03-21,,,74,km,,Singapore
T-000620,Flight,2026-03-22,SFO,JFK,,km,,UAE
T-000621,Hotel,2026-03-23,,,,km,11,UK
T-000622,Ground,2026-03-24,,,10,km,,India
T-000623,Ground,2026-03-25,,,144,km,,US
T-000624,Hotel,2026-03-26,,,,km,6,India
T-000625,Ground,2026-03-27,,,44,km,,US
T-000626,Flight,2026-03-28,BOM,LHR,2142,km,,UK
T-000627,Ground,2026-03-29,,,98,km,,US
T-000628,Flight,2026-03-30,LHR,SIN,,km,,India
T-000629,Flight,2026-03-31,BLR,LHR,10012,km,,US
T-000630,Hotel,2026-04-01,,,,km,3,UK
T-000631,Ground,2026-04-02,,,7,km,,India
T-000632,Hotel,2026-04-03,,,,km,8,UK
T-000633,Ground,2026-04-04,,,175,km,,UK
T-000634,Hotel,2026-04-05,,,,km,3,US
T-000635,Hotel,2026-04-06,,,,km,3,UK
T-000636,Flight,2026-04-07,LHR,BLR,,km,,India
T-000637,Flight,2026-04-08,JFK,SFO,8216,km,,UK
T-000638,Hotel,2026-04-09,,,,km,3,India
T-000639,Hotel,2026-04-10,,,,km,7,UAE
T-000640,Hotel,2026-04-11,,,,km,10,Singapore
T-000641,Flight,2026-04-12,BOM,JFK,3013,km,,UK
T-000642,Flight,2026-04-13,BLR,BOM,11952,km,,Singapore
T-000643,Ground,2026-04-14,,,138,km,,UAE
T-000644,Hotel,2026-04-15,,,,km,11,US
T-000645,Hotel,2026-04-16,,,,km,5,UK
T-000646,Ground,2026-04-17,,,124,km,,UK
T-000647,Flight,2026-04-18,BLR,BOM,2106,km,,Singapore
T-000648,Flight,2026-04-19,DEL,BOM,,km,,India
T-000649,Ground,2026-04-20,,,136,km,,UK
T-000650,Flight,2026-04-21,LHR,JFK,9676,km,,US
T-000651,Hotel,2026-04-22,,,,km,3,Singapore
T-000652,Hotel,2026-04-23,,,,km,7,UAE
T-000653,Hotel,2026-04-24,,,,km,10,UAE
T-000654,Hotel,2026-04-25,,,,km,7,India
T-000655,Hotel,2026-04-26,,,,km,10,India
T-000656,Ground,2026-04-27,,,37,km,,Singapore
T-000657,Ground,2026-04-28,,,129,km,,UK
T-000658,Ground,2026-04-29,,,143,km,,UK
T-000659,Hotel,2026-04-30,,,,km,7,UK
T-000660,Hotel,2026-05-01,,,,km,9,US
T-000661,Ground,2026-05-02,,,158,km,,UK
T-000662,Flight,2026-05-03,LHR,DEL,10489,km,,UAE
T-000663,Hotel,2026-05-04,,,,km,6,Singapore
T-000664,Hotel,2026-05-05,,,,km,8,Singapore
T-000665,Ground,2026-05-06,,,5,km,,India
T-000666,Hotel,2026-05-07,,,,km,9,UK
T-000667,Ground,2026-05-08,,,166,km,,UK
T-000668,Hotel,2026-05-09,,,,km,9,UAE
T-000669,Ground,2026-05-10,,,160,km,,UAE
T-000670,Hotel,2026-05-11,,,,km,2,US
T-000671,Hotel,2026-05-12,,,,km,11,India
T-000672,Ground,2026-05-13,,,103,km,,US
T-000673,Hotel,2026-05-14,,,,km,11,UAE
T-000674,Flight,2026-05-15,DXB,BLR,10288,km,,India
T-000675,Hotel,2026-05-16,,,,km,3,UK
T-000676,Flight,2026-05-17,BOM,BLR,,km,,India
T-000677,Hotel,2026-05-18,,,,km,2,US
T-000678,Flight,2026-05-19,BLR,JFK,8806,km,,India
T-000679,Flight,2026-05-20,SIN,DEL,3266,km,,Singapore
T-000680,Ground,2026-05-21,,,151,km,,UK
T-000681,Flight,2026-05-22,DEL,DXB,5867,km,,UAE
T-000682,Flight,2026-05-23,DEL,BOM,4266,km,,US
T-000683,Hotel,2026-05-24,,,,km,5,US
T-000684,Flight,2026-05-25,LHR,JFK,,km,,Singapore
T-000685,Ground,2026-05-26,,,172,km,,US
T-000686,Ground,2026-05-27,,,166,km,,India
T-000687,Hotel,2026-05-28,,,,km,12,India
T-000688,Ground,2026-05-29,,,79,km,,India
T-000689,Hotel,2026-05-30,,,,km,9,India
T-000690,Ground,2026-05-31,,,68,km,,Singapore
T-000691,Hotel,2026-06-01,,,,km,8,UK
T-000692,Flight,2026-06-02,LHR,BOM,,km,,Singapore
T-000693,Flight,2026-06-03,BOM,LHR,5733,km,,UAE
T-000694,Hotel,2026-06-04,,,,km,10,India
T-000695,Flight,2026-06-05,BLR,SFO,5948,km,,India
T-000696,Flight,2026-06-06,DXB,SIN,,km,,UAE
T-000697,Ground,2026-06-07,,,131,km,,Singapore
T-000698,Flight,2026-06-08,SIN,DXB,8402,km,,UAE
T-000699,Ground,2026-06-09,,,79,km,,India
T-000700,Flight,2026-06-10,LHR,BLR,,km,,India
T-000701,Hotel,2026-06-11,,,,km,12,UAE
T-000702,Ground,2026-06-12,,,88,km,,UK
T-000703,Flight,2026-06-13,BLR,SIN,502,km,,UAE
T-000704,Ground,2026-06-14,,,95,km,,UAE
T-000705,Flight,2026-06-15,BOM,BLR,2594,km,,Singapore
T-000706,Hotel,2026-06-16,,,,km,3,Singapore
T-000707,Ground,2026-06-17,,,109,km,,Singapore
T-000708,Ground,2026-06-18,,,37,km,,US
T-000709,Ground,2026-06-19,,,73,km,,Singapore
T-000710,Hotel,2026-06-20,,,,km,7,UAE
T-000711,Flight,2026-06-21,BLR,BOM,7471,km,,Singapore
T-000712,Ground,2026-06-22,,,35,km,,US
T-000713,Hotel,2026-06-23,,,,km,11,US
T-000714,Ground,2026-06-24,,,73,km,,India
T-000715,Flight,2026-06-25,BLR,LHR,6998,km,,UK
T-000716,Flight,2026-06-26,JFK,DEL,,km,,US
T-000717,Flight,2026-06-27,SIN,BOM,5322,km,,US
T-000718,Flight,2026-06-28,SIN,DEL,1070,km,,India
T-000719,Flight,2026-06-29,LHR,DXB,5546,km,,UK
T-000720,Ground,2026-01-01,,,26,km,,UK
T-000721,Flight,2026-01-02,BOM,DEL,12320,km,,UAE
T-000722,Flight,2026-01-03,DXB,LHR,7653,km,,Singapore
T-000723,Flight,2026-01-04,LHR,JFK,8557,km,,Singapore
T-000724,Ground,2026-01-05,,,8,km,,US
T-000725,Hotel,2026-01-06,,,,km,2,UK
T-000726,Flight,2026-01-07,SFO,DEL,1724,km,,UK
T-000727,Hotel,2026-01-08,,,,km,2,UAE
T-000728,Ground,2026-01-09,,,65,km,,US
T-000729,Ground,2026-01-10,,,172,km,,UK
T-000730,Flight,2026-01-11,DXB,BLR,4252,km,,Singapore
T-000731,Flight,2026-01-12,LHR,SIN,7348,km,,Singapore
T-000732,Ground,2026-01-13,,,163,km,,Singapore
T-000733,Flight,2026-01-14,SIN,BOM,4689,km,,India
T-000734,Hotel,2026-01-15,,,,km,3,UAE
T-000735,Flight,2026-01-16,BOM,SIN,9063,km,,UK
T-000736,Flight,2026-01-17,BOM,JFK,,km,,Singapore
T-000737,Ground,2026-01-18,,,50,km,,India
T-000738,Hotel,2026-01-19,,,,km,1,India
T-000739,Ground,2026-01-20,,,6,km,,Singapore
T-000740,Ground,2026-01-21,,,74,km,,UAE
T-000741,Ground,2026-01-22,,,5,km,,India
T-000742,Ground,2026-01-23,,,108,km,,US
T-000743,Ground,2026-01-24,,,98,km,,UK
T-000744,Hotel,2026-01-25,,,,km,8,UAE
T-000745,Hotel,2026-01-26,,,,km,12,Singapore
T-000746,Hotel,2026-01-27,,,,km,6,India
T-000747,Flight,2026-01-28,DXB,DEL,1868,km,,UK
T-000748,Flight,2026-01-29,SFO,LHR,,km,,India
T-000749,Flight,2026-01-30,SIN,BLR,507,km,,UK
T-000750,Flight,2026-01-31,BOM,SFO,2491,km,,Singapore
T-000751,Ground,2026-02-01,,,32,km,,UK
T-000752,Ground,2026-02-02,,,35,km,,US
T-000753,Hotel,2026-02-03,,,,km,4,UAE
T-000754,Hotel,2026-02-04,,,,km,9,US
T-000755,Flight,2026-02-05,BOM,SIN,8558,km,,Singapore
T-000756,Ground,2026-02-06,,,60,km,,US
T-000757,Flight,2026-02-07,JFK,BOM,11396,km,,US
T-000758,Flight,2026-02-08,LHR,JFK,7440,km,,UAE
T-000759,Ground,2026-02-09,,,119,km,,Singapore
T-000760,Flight,2026-02-10,BLR,LHR,,km,,Singapore
T-000761,Ground,2026-02-11,,,134,km,,Singapore
T-000762,Ground,2026-02-12,,,100,km,,Singapore
T-000763,Ground,2026-02-13,,,156,km,,Singapore
T-000764,Flight,2026-02-14,SIN,BLR,,km,,India
T-000765,Flight,2026-02-15,SIN,DXB,7961,km,,US
T-000766,Ground,2026-02-16,,,149,km,,India
T-000767,Flight,2026-02-17,DEL,SFO,11571,km,,UK
T-000768,Hotel,2026-02-18,,,,km,9,UK
T-000769,Hotel,2026-02-19,,,,km,2,Singapore
T-000770,Hotel,2026-02-20,,,,km,1,India
T-000771,Flight,2026-02-21,SFO,BLR,8384,km,,Singapore
T-000772,Hotel,2026-02-22,,,,km,7,US
T-000773,Ground,2026-02-23,,,113,km,,UAE
T-000774,Ground,2026-02-24,,,84,km,,UAE
T-000775,Ground,2026-02-25,,,73,km,,Singapore
T-000776,Hotel,2026-02-26,,,,km,12,UK
T-000777,Ground,2026-02-27,,,168,km,,US
T-000778,Flight,2026-02-28,JFK,DEL,9792,km,,Singapore
T-000779,Hotel,2026-03-01,,,,km,7,US
T-000780,Hotel,2026-03-02,,,,km,9,India
T-000781,Hotel,2026-03-03,,,,km,2,UAE
T-000782,Flight,2026-03-04,DXB,JFK,5777,km,,Singapore
T-000783,Ground,2026-03-05,,,16,km,,India
T-000784,Flight,2026-03-06,BOM,SFO,,km,,UK
T-000785,Ground,2026-03-07,,,96,km,,Singapore
T-000786,Hotel,2026-03-08,,,,km,9,India
T-000787,Hotel,2026-03-09,,,,km,2,India
T-000788,Ground,2026-03-10,,,151,km,,US
T-000789,Hotel,2026-03-11,,,,km,3,US
T-000790,Ground,2026-03-12,,,154,km,,US
T-000791,Ground,2026-03-13,,,116,km,,Singapore
T-000792,Ground,2026-03-14,,,101,km,,India
T-000793,Flight,2026-03-15,DXB,BLR,8708,km,,US
T-000794,Flight,2026-03-16,LHR,JFK,11602,km,,India
T-000795,Ground,2026-03-17,,,3,km,,India
T-000796,Flight,2026-03-18,SFO,DXB,,km,,Singapore
T-000797,Hotel,2026-03-19,,,,km,8,UK
T-000798,Hotel,2026-03-20,,,,km,1,US
T-000799,Flight,2026-03-21,SIN,DEL,4136,km,,Singapore
T-000800,Hotel,2026-03-22,,,,km,5,US
T-000801,Ground,2026-03-23,,,48,km,,UK
T-000802,Hotel,2026-03-24,,,,km,5,UAE
T-000803,Ground,2026-03-25,,,127,km,,UAE
T-000804,Ground,2026-03-26,,,95,km,,India
T-000805,Flight,2026-03-27,BOM,SFO,1420,km,,UK
T-000806,Ground,2026-03-28,,,90,km,,US
T-000807,Ground,2026-03-29,,,84,km,,Singapore
T-000808,Ground,2026-03-30,,,50,km,,UK
T-000809,Flight,2026-03-31,SFO,DXB,2146,km,,US
T-000810,Flight,2026-04-01,BLR,SFO,909,km,,UK
T-000811,Hotel,2026-04-02,,,,km,2,UAE
T-000812,Flight,2026-04-03,SIN,DXB,,km,,UK
T-000813,Flight,2026-04-04,LHR,BOM,4513,km,,UAE
T-000814,Hotel,2026-04-05,,,,km,1,Singapore
T-000815,Flight,2026-04-06,BLR,SIN,584,km,,US
T-000816,Ground,2026-04-07,,,95,km,,US
T-000817,Ground,2026-04-08,,,125,km,,US
T-000818,Flight,2026-04-09,DEL,SIN,12393,km,,UK
T-000819,Ground,2026-04-10,,,18,km,,UAE
T-000820,Ground,2026-04-11,,,157,km,,India
T-000821,Hotel,2026-04-12,,,,km,1,UAE
T-000822,Hotel,2026-04-13,,,,km,5,Singapore
T-000823,Hotel,2026-04-14,,,,km,5,UK
T-000824,Hotel,2026-04-15,,,,km,10,US
T-000825,Flight,2026-04-16,JFK,DXB,8105,km,,US
T-000826,Hotel,2026-04-17,,,,km,12,UK
T-000827,Flight,2026-04-18,SIN,BLR,2120,km,,US
T-000828,Ground,2026-04-19,,,24,km,,Singapore
T-000829,Hotel,2026-04-20,,,,km,8,India
T-000830,Hotel,2026-04-21,,,,km,8,US
T-000831,Ground,2026-04-22,,,154,km,,Singapore
T-000832,Ground,2026-04-23,,,70,km,,Singapore
T-000833,Flight,2026-04-24,SFO,DXB,7412,km,,Singapore
T-000834,Flight,2026-04-25,LHR,SFO,6882,km,,India
T-000835,Hotel,2026-04-26,,,,km,8,India
T-000836,Flight,2026-04-27,SIN,BOM,,km,,US
T-000837,Ground,2026-04-28,,,18,km,,US
T-000838,Ground,2026-04-29,,,137,km,,Singapore
T-000839,Flight,2026-04-30,LHR,DEL,7631,km,,UK
T-000840,Hotel,2026-05-01,,,,km,8,UAE
T-000841,Ground,2026-05-02,,,34,km,,US
T-000842,Ground,2026-05-03,,,109,km,,US
T-000843,Flight,2026-05-04,BOM,SFO,1634,km,,UAE
T-000844,Ground,2026-05-05,,,47,km,,US
T-000845,Flight,2026-05-06,DEL,SIN,12161,km,,UK
T-000846,Flight,2026-05-07,JFK,BOM,8536,km,,UAE
T-000847,Ground,2026-05-08,,,92,km,,US
T-000848,Ground,2026-05-09,,,81,km,,UAE
T-000849,Flight,2026-05-10,SIN,LHR,6938,km,,Singapore
T-000850,Ground,2026-05-11,,,61,km,,India
T-000851,Ground,2026-05-12,,,39,km,,UAE
T-000852,Flight,2026-05-13,BOM,DEL,,km,,US
T-000853,Hotel,2026-05-14,,,,km,3,India
T-000854,Flight,2026-05-15,SIN,JFK,6377,km,,Singapore
T-000855,Flight,2026-05-16,JFK,BLR,7085,km,,Singapore
T-000856,Flight,2026-05-17,BOM,DEL,,km,,Singapore
T-000857,Flight,2026-05-18,DEL,BLR,10433,km,,Singapore
T-000858,Ground,2026-05-19,,,54,km,,India
T-000859,Hotel,2026-05-20,,,,km,11,UAE
T-000860,Hotel,2026-05-21,,,,km,5,UAE
T-000861,Ground,2026-05-22,,,118,km,,India
T-000862,Hotel,2026-05-23,,,,km,4,UAE
T-000863,Hotel,2026-05-24,,,,km,7,India
T-000864,Ground,2026-05-25,,,3,km,,UAE
T-000865,Ground,2026-05-26,,,102,km,,Singapore
T-000866,Ground,2026-05-27,,,3,km,,India
T-000867,Flight,2026-05-28,LHR,DXB,4274,km,,UK
T-000868,Flight,2026-05-29,SFO,JFK,,km,,UAE
T-000869,Flight,2026-05-30,JFK,SIN,8175,km,,US
T-000870,Flight,2026-05-31,DEL,BLR,9463,km,,India
T-000871,Ground,2026-06-01,,,170,km,,UK
T-000872,Ground,2026-06-02,,,16,km,,India
T-000873,Ground,2026-06-03,,,91,km,,US
T-000874,Flight,2026-06-04,BLR,DXB,6824,km,,UK
T-000875,Hotel,2026-06-05,,,,km,10,US
T-000876,Ground,2026-06-06,,,98,km,,India
T-000877,Ground,2026-06-07,,,128,km,,US
T-000878,Flight,2026-06-08,BLR,JFK,7672,km,,Singapore
T-000879,Ground,2026-06-09,,,167,km,,India
T-000880,Ground,2026-06-10,,,71,km,,India
T-000881,Hotel,2026-06-11,,,,km,9,Singapore
T-000882,Flight,2026-06-12,LHR,BOM,6333,km,,UAE
T-000883,Flight,2026-06-13,SFO,JFK,8440,km,,UAE
T-000884,Flight,2026-06-14,DXB,LHR,,km,,UK
T-000885,Hotel,2026-06-15,,,,km,9,India
T-000886,Flight,2026-06-16,JFK,BOM,11231,km,,US
T-000887,Flight,2026-06-17,SIN,LHR,8352,km,,Singapore
T-000888,Hotel,2026-06-18,,,,km,2,India
T-000889,Ground,2026-06-19,,,79,km,,India
T-000890,Flight,2026-06-20,DEL,DXB,595,km,,Singapore
T-000891,Ground,2026-06-21,,,180,km,,UK
T-000892,Flight,2026-06-22,DEL,SFO,,km,,US
T-000893,Flight,2026-06-23,DXB,SFO,8310,km,,Singapore
T-000894,Hotel,2026-06-24,,,,km,7,UK
T-000895,Ground,2026-06-25,,,32,km,,Singapore
T-000896,Flight,2026-06-26,DEL,JFK,,km,,UK
T-000897,Hotel,2026-06-27,,,,km,12,India
T-000898,Flight,2026-06-28,DXB,LHR,8574,km,,Singapore
T-000899,Ground,2026-06-29,,,67,km,,Singapore
T-000900,Ground,2026-01-01,,,157,km,,UK
T-000901,Flight,2026-01-02,LHR,SFO,11957,km,,Singapore
T-000902,Flight,2026-01-03,LHR,JFK,7517,km,,UAE
T-000903,Ground,2026-01-04,,,36,km,,US
T-000904,Hotel,2026-01-05,,,,km,9,India
T-000905,Hotel,2026-01-06,,,,km,7,US
T-000906,Flight,2026-01-07,DXB,JFK,3547,km,,UAE
T-000907,Ground,2026-01-08,,,112,km,,UAE
T-000908,Hotel,2026-01-09,,,,km,6,UAE
T-000909,Flight,2026-01-10,BLR,DEL,11259,km,,India
T-000910,Hotel,2026-01-11,,,,km,2,UK
T-000911,Flight,2026-01-12,BOM,BLR,8731,km,,UAE
T-000912,Hotel,2026-01-13,,,,km,12,India
T-000913,Ground,2026-01-14,,,149,km,,US
T-000914,Hotel,2026-01-15,,,,km,2,US
T-000915,Hotel,2026-01-16,,,,km,3,UK
T-000916,Flight,2026-01-17,LHR,DXB,,km,,UK
T-000917,Hotel,2026-01-18,,,,km,2,UAE
T-000918,Ground,2026-01-19,,,52,km,,UK
T-000919,Hotel,2026-01-20,,,,km,7,Singapore
T-000920,Hotel,2026-01-21,,,,km,3,Singapore
T-000921,Ground,2026-01-22,,,95,km,,UK
T-000922,Flight,2026-01-23,SIN,DXB,5143,km,,US
T-000923,Flight,2026-01-24,LHR,BLR,4782,km,,UK
T-000924,Hotel,2026-01-25,,,,km,7,US
T-000925,Hotel,2026-01-26,,,,km,12,Singapore
T-000926,Ground,2026-01-27,,,6,km,,UK
T-000927,Hotel,2026-01-28,,,,km,11,Singapore
T-000928,Hotel,2026-01-29,,,,km,7,US
T-000929,Ground,2026-01-30,,,93,km,,India
T-000930,Flight,2026-01-31,SIN,DEL,12392,km,,UAE
T-000931,Ground,2026-02-01,,,61,km,,UK
T-000932,Flight,2026-02-02,BOM,SFO,,km,,UK
T-000933,Flight,2026-02-03,BLR,LHR,12257,km,,US
T-000934,Ground,2026-02-04,,,138,km,,India
T-000935,Hotel,2026-02-05,,,,km,11,India
T-000936,Ground,2026-02-06,,,176,km,,Singapore
T-000937,Flight,2026-02-07,LHR,JFK,2647,km,,UAE
T-000938,Flight,2026-02-08,BLR,DEL,6681,km,,UAE
T-000939,Hotel,2026-02-09,,,,km,3,India
T-000940,Flight,2026-02-10,BOM,LHR,,km,,UAE
T-000941,Flight,2026-02-11,LHR,JFK,10234,km,,Singapore
T-000942,Ground,2026-02-12,,,51,km,,UK
T-000943,Hotel,2026-02-13,,,,km,9,UK
T-000944,Ground,2026-02-14,,,31,km,,UAE
T-000945,Flight,2026-02-15,BLR,BOM,4541,km,,UK
T-000946,Ground,2026-02-16,,,103,km,,UAE
T-000947,Ground,2026-02-17,,,75,km,,US
T-000948,Hotel,2026-02-18,,,,km,3,UAE
T-000949,Ground,2026-02-19,,,134,km,,Singapore
T-000950,Flight,2026-02-20,DXB,DEL,8309,km,,India
T-000951,Ground,2026-02-21,,,129,km,,India
T-000952,Ground,2026-02-22,,,116,km,,US
T-000953,Flight,2026-02-23,BLR,DEL,11651,km,,UK
T-000954,Flight,2026-02-24,DEL,BOM,12038,km,,Singapore
T-000955,Flight,2026-02-25,SFO,SIN,10773,km,,UK
T-000956,Ground,2026-02-26,,,142,km,,US
T-000957,Ground,2026-02-27,,,84,km,,UAE
T-000958,Flight,2026-02-28,BOM,LHR,5562,km,,UAE
T-000959,Hotel,2026-03-01,,,,km,10,Singapore
T-000960,Ground,2026-03-02,,,47,km,,Singapore
T-000961,Hotel,2026-03-03,,,,km,10,India
T-000962,Flight,2026-03-04,BOM,JFK,1119,km,,UAE
T-000963,Hotel,2026-03-05,,,,km,9,UK
T-000964,Flight,2026-03-06,DXB,DEL,,km,,Singapore
T-000965,Hotel,2026-03-07,,,,km,7,US
T-000966,Hotel,2026-03-08,,,,km,7,UAE
T-000967,Hotel,2026-03-09,,,,km,10,US
T-000968,Hotel,2026-03-10,,,,km,9,US
T-000969,Hotel,2026-03-11,,,,km,7,Singapore
T-000970,Ground,2026-03-12,,,133,km,,Singapore
T-000971,Ground,2026-03-13,,,65,km,,US
