Werk,Buchungsdatum,Material Document,Kraftstoff,Menge,Einheit,Cost Center,Vendor
PLT-US-03,2026/05/05,4900000274,Diesel,29480,L,OPS-6927,Northstar Energy
PLT-DE-01,05-06-2026,4900000275,Petrol,19192,ltr,OPS-5935,Delhi Gas Utility
PLT-SG-05,07.05.2026,4900000276,Diesel,61537,therm,OPS-4324,ACME Fuels GmbH
PLT-IN-02,2026/05/08,4900000277,LPG,33594,ltr,OPS-6978,Metro Industrial Fuels
PLT-IN-02,05-09-2026,4900000278,Petrol,14623,Liters,OPS-4499,ACME Fuels GmbH
PLT-SG-05,10.05.2026,4900000279,BioFuel-X,31302,therm,OPS-4257,ACME Fuels GmbH
PLT-SG-05,2026/05/11,4900000280,Diesel,65563,gal,OPS-6588,Delhi Gas Utility
PLT-UK-04,05-12-2026,4900000281,Diesel,18868,Liters,OPS-6518,Northstar Energy
PLT-UK-04,13.05.2026,4900000282,Natural Gas,31581,gal,OPS-6721,ACME Fuels GmbH
PLT-DE-01,2026/05/14,4900000283,LPG,68664,Liters,OPS-6228,ACME Fuels GmbH
PLT-DE-01,05-15-2026,4900000284,BioFuel-X,51227,therm,OPS-5529,Northstar Energy
PLT-DE-01,16.05.2026,4900000285,Petrol,2178,Liters,OPS-4987,ACME Fuels GmbH
PLT-DE-01,2026/05/17,4900000286,Petrol,43633,ltr,OPS-6236,Northstar Energy
PLT-UK-04,05-18-2026,4900000287,Natural Gas,22999,therm,OPS-4552,ACME Fuels GmbH
PLT-US-03,19.05.2026,4900000288,Natural Gas,60038,L,OPS-4179,Delhi Gas Utility
PLT-US-03,2026/05/20,4900000289,LPG,5542,Liters,OPS-5631,Metro Industrial Fuels
PLT-IN-02,05-21-2026,4900000290,Petrol,33252,L,OPS-5462,ACME Fuels GmbH
PLT-DE-01,22.05.2026,4900000291,Petrol,43556,Liters,OPS-5789,Metro Industrial Fuels
PLT-US-03,2026/05/23,4900000292,Natural Gas,57687,therm,OPS-6032,Metro Industrial Fuels
PLT-US-03,05-24-2026,4900000293,Diesel,48198,gal,OPS-6978,Metro Industrial Fuels
PLT-SG-05,25.05.2026,4900000294,Natural Gas,10395,therm,OPS-6234,Northstar Energy
PLT-DE-01,2026/05/26,4900000295,Petrol,42151,L,OPS-6707,Northstar Energy
PLT-SG-05,05-27-2026,4900000296,BioFuel-X,40223,therm,OPS-4682,Metro Industrial Fuels
PLT-DE-01,28.05.2026,4900000297,Petrol,46127,therm,OPS-6518,Metro Industrial Fuels
PLT-DE-01,2026/05/29,4900000298,BioFuel-X,36036,L,OPS-5488,Delhi Gas Utility
PLT-SG-05,05-30-2026,4900000299,BioFuel-X,4131,ltr,OPS-4142,Delhi Gas Utility
PLT-US-03,01.01.2026,4900000300,Petrol,8862,ltr,OPS-5568,ACME Fuels GmbH
PLT-US-03,2026/01/02,4900000301,Petrol,20161,therm,OPS-5818,ACME Fuels GmbH
PLT-US-03,01-03-2026,4900000302,BioFuel-X,18097,gal,OPS-5287,Northstar Energy
PLT-DE-01,04.01.2026,4900000303,Natural Gas,32767,L,OPS-6044,Metro Industrial Fuels
PLT-US-03,2026/01/05,4900000304,Petrol,73669,L,OPS-6883,Metro Industrial Fuels
PLT-US-03,01-06-2026,4900000305,BioFuel-X,28174,gal,OPS-4819,ACME Fuels GmbH
PLT-UK-04,07.01.2026,4900000306,Natural Gas,17840,L,OPS-6921,Metro Industrial Fuels
PLT-US-03,2026/01/08,4900000307,Diesel,11556,Liters,OPS-6252,Northstar Energy
PLT-IN-02,01-09-2026,4900000308,Petrol,39365,ltr,OPS-6083,Delhi Gas Utility
PLT-IN-02,10.01.2026,4900000309,Natural Gas,15957,ltr,OPS-6023,ACME Fuels GmbH
PLT-SG-05,2026/01/11,4900000310,Petrol,47353,gal,OPS-5914,Delhi Gas Utility
PLT-US-03,01-12-2026,4900000311,BioFuel-X,11350,L,OPS-6936,Metro Industrial Fuels
PLT-UK-04,13.01.2026,4900000312,LPG,68953,therm,OPS-4302,Delhi Gas Utility
PLT-UK-04,2026/01/14,4900000313,BioFuel-X,41603,L,OPS-6785,Northstar Energy
PLT-SG-05,01-15-2026,4900000314,Natural Gas,16871,gal,OPS-4528,Metro Industrial Fuels
PLT-DE-01,16.01.2026,4900000315,LPG,65961,L,OPS-4626,Northstar Energy
PLT-US-03,2026/01/17,4900000316,Natural Gas,21631,ltr,OPS-5417,Northstar Energy
PLT-IN-02,01-18-2026,4900000317,LPG,10386,Liters,OPS-5124,Delhi Gas Utility
PLT-SG-05,19.01.2026,4900000318,Diesel,39741,gal,OPS-6058,Delhi Gas Utility
PLT-SG-05,2026/01/20,4900000319,LPG,20260,ltr,OPS-5382,ACME Fuels GmbH
PLT-DE-01,01-21-2026,4900000320,LPG,3768,L,OPS-5084,Delhi Gas Utility
PLT-DE-01,22.01.2026,4900000321,BioFuel-X,54652,gal,OPS-6568,Northstar Energy
PLT-IN-02,2026/01/23,4900000322,BioFuel-X,39646,therm,OPS-5218,Metro Industrial Fuels
PLT-IN-02,01-24-2026,4900000323,BioFuel-X,9614,L,OPS-5702,Metro Industrial Fuels
PLT-US-03,25.01.2026,4900000324,LPG,60925,ltr,OPS-4588,Northstar Energy
PLT-UK-04,2026/01/26,4900000325,Natural Gas,41903,Liters,OPS-5517,ACME Fuels GmbH
PLT-UK-04,01-27-2026,4900000326,Diesel,41877,ltr,OPS-5095,Metro Industrial Fuels
PLT-DE-01,28.01.2026,4900000327,Diesel,32545,ltr,OPS-5188,Metro Industrial Fuels
PLT-IN-02,2026/01/29,4900000328,Petrol,54855,ltr,OPS-6366,Northstar Energy
PLT-UK-04,01-30-2026,4900000329,LPG,24931,ltr,OPS-5912,Metro Industrial Fuels
PLT-DE-01,31.01.2026,4900000330,Diesel,40491,therm,OPS-5610,Metro Industrial Fuels
PLT-SG-05,2026/02/01,4900000331,Petrol,31602,ltr,OPS-4199,ACME Fuels GmbH
PLT-SG-05,02-02-2026,4900000332,BioFuel-X,36927,therm,OPS-5170,ACME Fuels GmbH
PLT-IN-02,03.02.2026,4900000333,Petrol,14139,therm,OPS-6979,Northstar Energy
PLT-DE-01,2026/02/04,4900000334,BioFuel-X,52905,Liters,OPS-4209,Delhi Gas Utility
PLT-US-03,02-05-2026,4900000335,Diesel,47566,gal,OPS-5582,Metro Industrial Fuels
PLT-SG-05,06.02.2026,4900000336,LPG,72120,Liters,OPS-4486,Delhi Gas Utility
PLT-US-03,2026/02/07,4900000337,Petrol,12722,therm,OPS-6284,Northstar Energy
PLT-SG-05,02-08-2026,4900000338,LPG,18959,ltr,OPS-5644,ACME Fuels GmbH
PLT-IN-02,09.02.2026,4900000339,Petrol,5988,L,OPS-5940,Metro Industrial Fuels
PLT-SG-05,2026/02/10,4900000340,Natural Gas,19571,gal,OPS-5343,Northstar Energy
PLT-SG-05,02-11-2026,4900000341,Petrol,21349,therm,OPS-6431,Northstar Energy
PLT-SG-05,12.02.2026,4900000342,BioFuel-X,66544,gal,OPS-6902,Northstar Energy
PLT-US-03,2026/02/13,4900000343,Petrol,62295,L,OPS-6759,ACME Fuels GmbH
PLT-US-03,02-14-2026,4900000344,Diesel,54646,gal,OPS-6444,Metro Industrial Fuels
PLT-SG-05,15.02.2026,4900000345,Natural Gas,34853,gal,OPS-6954,ACME Fuels GmbH
PLT-SG-05,2026/02/16,4900000346,LPG,63023,ltr,OPS-5557,Delhi Gas Utility
PLT-SG-05,02-17-2026,4900000347,Diesel,31795,L,OPS-4781,ACME Fuels GmbH
PLT-UK-04,18.02.2026,4900000348,Natural Gas,57857,Liters,OPS-5691,Delhi Gas Utility
PLT-SG-05,2026/02/19,4900000349,BioFuel-X,53838,gal,OPS-6979,ACME Fuels GmbH
PLT-IN-02,02-20-2026,4900000350,LPG,18148,gal,OPS-5331,Metro Industrial Fuels
PLT-US-03,21.02.2026,4900000351,Natural Gas,68925,therm,OPS-5882,Northstar Energy
PLT-US-03,2026/02/22,4900000352,LPG,71651,Liters,OPS-5983,Delhi Gas Utility
PLT-SG-05,02-23-2026,4900000353,Petrol,32361,Liters,OPS-4921,Northstar Energy
PLT-UK-04,24.02.2026,4900000354,Petrol,37930,ltr,OPS-5965,Northstar Energy
PLT-US-03,2026/02/25,4900000355,Diesel,73514,Liters,OPS-6348,Metro Industrial Fuels
PLT-IN-02,02-26-2026,4900000356,Petrol,51762,Liters,OPS-4172,Northstar Energy
PLT-UK-04,27.02.2026,4900000357,Petrol,10408,Liters,OPS-5962,Delhi Gas Utility
PLT-US-03,2026/02/28,4900000358,LPG,26535,gal,OPS-6851,Northstar Energy
PLT-SG-05,03-01-2026,4900000359,LPG,18042,L,OPS-4980,Delhi Gas Utility
PLT-IN-02,02.03.2026,4900000360,Natural Gas,6703,gal,OPS-4215,ACME Fuels GmbH
PLT-UK-04,2026/03/03,4900000361,Diesel,54222,Liters,OPS-6790,Delhi Gas Utility
PLT-IN-02,03-04-2026,4900000362,BioFuel-X,729,gal,OPS-6674,Metro Industrial Fuels
PLT-US-03,05.03.2026,4900000363,Petrol,62630,ltr,OPS-5169,ACME Fuels GmbH
PLT-IN-02,2026/03/06,4900000364,LPG,11775,gal,OPS-6961,ACME Fuels GmbH
PLT-IN-02,03-07-2026,4900000365,Diesel,22996,therm,OPS-5626,Metro Industrial Fuels
PLT-DE-01,08.03.2026,4900000366,Diesel,24470,Liters,OPS-5222,ACME Fuels GmbH
PLT-UK-04,2026/03/09,4900000367,LPG,43964,Liters,OPS-6147,Metro Industrial Fuels
PLT-UK-04,03-10-2026,4900000368,Petrol,17639,gal,OPS-4789,ACME Fuels GmbH
PLT-UK-04,11.03.2026,4900000369,Petrol,43393,ltr,OPS-6943,Delhi Gas Utility
PLT-US-03,2026/03/12,4900000370,LPG,1896,Liters,OPS-6762,Delhi Gas Utility
PLT-UK-04,03-13-2026,4900000371,BioFuel-X,23052,gal,OPS-6110,Northstar Energy
PLT-DE-01,14.03.2026,4900000372,Natural Gas,11418,therm,OPS-4575,Metro Industrial Fuels
PLT-DE-01,2026/03/15,4900000373,Petrol,42465,ltr,OPS-5571,Delhi Gas Utility
PLT-US-03,03-16-2026,4900000374,Petrol,58604,Liters,OPS-6385,ACME Fuels GmbH
PLT-IN-02,17.03.2026,4900000375,Diesel,34332,Liters,OPS-6735,ACME Fuels GmbH
PLT-IN-02,2026/03/18,4900000376,BioFuel-X,61050,Liters,OPS-6810,Northstar Energy
PLT-US-03,03-19-2026,4900000377,LPG,15439,Liters,OPS-4904,Delhi Gas Utility
PLT-IN-02,20.03.2026,4900000378,BioFuel-X,17557,therm,OPS-6481,Northstar Energy
PLT-UK-04,2026/03/21,4900000379,LPG,54555,gal,OPS-6720,Delhi Gas Utility
PLT-DE-01,03-22-2026,4900000380,LPG,32485,gal,OPS-5829,Northstar Energy
PLT-DE-01,23.03.2026,4900000381,Diesel,10287,gal,OPS-6243,Delhi Gas Utility
PLT-IN-02,2026/03/24,4900000382,Petrol,70391,ltr,OPS-6131,Metro Industrial Fuels
PLT-SG-05,03-25-2026,4900000383,BioFuel-X,15285,ltr,OPS-4372,Metro Industrial Fuels
PLT-IN-02,26.03.2026,4900000384,LPG,7342,therm,OPS-5701,Metro Industrial Fuels
PLT-SG-05,2026/03/27,4900000385,BioFuel-X,73962,L,OPS-6755,Northstar Energy
PLT-US-03,03-28-2026,4900000386,Diesel,2903,therm,OPS-4892,ACME Fuels GmbH
PLT-US-03,29.03.2026,4900000387,Diesel,5986,therm,OPS-6216,ACME Fuels GmbH
PLT-DE-01,2026/03/30,4900000388,Petrol,9096,therm,OPS-5674,Delhi Gas Utility
PLT-US-03,03-31-2026,4900000389,BioFuel-X,17800,therm,OPS-5837,Metro Industrial Fuels
PLT-SG-05,01.04.2026,4900000390,Natural Gas,49286,L,OPS-6676,Northstar Energy
PLT-SG-05,2026/04/02,4900000391,BioFuel-X,15599,ltr,OPS-6166,Delhi Gas Utility
PLT-DE-01,04-03-2026,4900000392,Petrol,29238,L,OPS-5896,Metro Industrial Fuels
PLT-IN-02,04.04.2026,4900000393,Natural Gas,69771,therm,OPS-5886,Northstar Energy
PLT-IN-02,2026/04/05,4900000394,Diesel,20382,Liters,OPS-4131,Metro Industrial Fuels
PLT-IN-02,04-06-2026,4900000395,Diesel,2100,ltr,OPS-4413,ACME Fuels GmbH
PLT-DE-01,07.04.2026,4900000396,Natural Gas,58565,gal,OPS-4181,Metro Industrial Fuels
PLT-SG-05,2026/04/08,4900000397,Natural Gas,57585,ltr,OPS-4231,Delhi Gas Utility
PLT-IN-02,04-09-2026,4900000398,LPG,66096,Liters,OPS-5306,Northstar Energy
PLT-IN-02,10.04.2026,4900000399,LPG,31101,Liters,OPS-4905,Metro Industrial Fuels
PLT-DE-01,2026/04/11,4900000400,LPG,39437,Liters,OPS-6423,Delhi Gas Utility
PLT-UK-04,04-12-2026,4900000401,Diesel,56044,gal,OPS-5410,Metro Industrial Fuels
PLT-UK-04,13.04.2026,4900000402,BioFuel-X,68792,Liters,OPS-4611,Northstar Energy
PLT-SG-05,2026/04/14,4900000403,BioFuel-X,49393,ltr,OPS-4987,Delhi Gas Utility
PLT-UK-04,04-15-2026,4900000404,Diesel,39468,ltr,OPS-6303,Metro Industrial Fuels
PLT-SG-05,16.04.2026,4900000405,Natural Gas,54642,gal,OPS-5590,Delhi Gas Utility
PLT-US-03,2026/04/17,4900000406,Diesel,33472,ltr,OPS-5842,Northstar Energy
PLT-IN-02,04-18-2026,4900000407,Diesel,12169,gal,OPS-5099,Metro Industrial Fuels
PLT-IN-02,19.04.2026,4900000408,LPG,5233,L,OPS-6966,Delhi Gas Utility
PLT-US-03,2026/04/20,4900000409,Petrol,62885,ltr,OPS-4062,Delhi Gas Utility
PLT-UK-04,04-21-2026,4900000410,Natural Gas,24956,L,OPS-6849,Delhi Gas Utility
PLT-SG-05,22.04.2026,4900000411,Petrol,52037,ltr,OPS-5159,Metro Industrial Fuels
PLT-US-03,2026/04/23,4900000412,Petrol,61162,gal,OPS-5071,Northstar Energy
PLT-UK-04,04-24-2026,4900000413,Diesel,67265,therm,OPS-6959,Metro Industrial Fuels
PLT-US-03,25.04.2026,4900000414,Petrol,42023,ltr,OPS-5695,ACME Fuels GmbH
PLT-IN-02,2026/04/26,4900000415,Diesel,73781,ltr,OPS-5068,Metro Industrial Fuels
PLT-IN-02,04-27-2026,4900000416,Petrol,38741,ltr,OPS-4942,Metro Industrial Fuels
PLT-UK-04,28.04.2026,4900000417,LPG,74733,ltr,OPS-6681,Northstar Energy
PLT-UK-04,2026/04/29,4900000418,BioFuel-X,33778,therm,OPS-4689,Northstar Energy
PLT-SG-05,04-30-2026,4900000419,BioFuel-X,22235,ltr,OPS-4753,ACME Fuels GmbH
PLT-DE-01,01.05.2026,4900000420,Diesel,68724,L,OPS-4026,Metro Industrial Fuels
PLT-DE-01,2026/05/02,4900000421,Natural Gas,18071,ltr,OPS-4037,Delhi Gas Utility
PLT-US-03,05-03-2026,4900000422,Diesel,66337,therm,OPS-6530,Metro Industrial Fuels
PLT-DE-01,04.05.2026,4900000423,LPG,63994,L,OPS-6259,Metro Industrial Fuels
PLT-SG-05,2026/05/05,4900000424,Petrol,1603,L,OPS-6194,Northstar Energy
PLT-UK-04,05-06-2026,4900000425,Natural Gas,2296,gal,OPS-4438,ACME Fuels GmbH
PLT-IN-02,07.05.2026,4900000426,Natural Gas,68782,ltr,OPS-6538,Northstar Energy
PLT-UK-04,2026/05/08,4900000427,Diesel,46507,Liters,OPS-5528,Metro Industrial Fuels
PLT-IN-02,05-09-2026,4900000428,Natural Gas,60211,gal,OPS-5228,ACME Fuels GmbH
PLT-UK-04,10.05.2026,4900000429,BioFuel-X,4202,L,OPS-5544,Metro Industrial Fuels
PLT-IN-02,2026/05/11,4900000430,Diesel,7405,L,OPS-6047,Metro Industrial Fuels
PLT-DE-01,05-12-2026,4900000431,LPG,43470,gal,OPS-4174,Delhi Gas Utility
PLT-UK-04,13.05.2026,4900000432,Petrol,27760,gal,OPS-4190,ACME Fuels GmbH
PLT-SG-05,2026/05/14,4900000433,Diesel,36799,gal,OPS-4734,Northstar Energy
PLT-SG-05,05-15-2026,4900000434,Natural Gas,2102,ltr,OPS-6919,Metro Industrial Fuels
PLT-IN-02,16.05.2026,4900000435,LPG,10134,Liters,OPS-4984,Metro Industrial Fuels
PLT-UK-04,2026/05/17,4900000436,Natural Gas,70902,Liters,OPS-6823,ACME Fuels GmbH
PLT-DE-01,05-18-2026,4900000437,Diesel,65689,Liters,OPS-5790,Delhi Gas Utility
PLT-SG-05,19.05.2026,4900000438,LPG,10013,Liters,OPS-6439,Metro Industrial Fuels
PLT-US-03,2026/05/20,4900000439,BioFuel-X,42828,L,OPS-6009,Delhi Gas Utility
PLT-UK-04,05-21-2026,4900000440,BioFuel-X,46686,gal,OPS-4760,Metro Industrial Fuels
PLT-US-03,22.05.2026,4900000441,Natural Gas,11282,gal,OPS-6920,ACME Fuels GmbH
PLT-IN-02,2026/05/23,4900000442,BioFuel-X,10802,Liters,OPS-6915,Delhi Gas Utility
PLT-US-03,05-24-2026,4900000443,Diesel,51118,Liters,OPS-4374,ACME Fuels GmbH
PLT-US-03,25.05.2026,4900000444,Petrol,40455,therm,OPS-4418,Delhi Gas Utility
PLT-UK-04,2026/05/26,4900000445,BioFuel-X,11492,ltr,OPS-6281,Metro Industrial Fuels
PLT-DE-01,05-27-2026,4900000446,Petrol,13588,L,OPS-6270,ACME Fuels GmbH
PLT-DE-01,28.05.2026,4900000447,Petrol,42573,therm,OPS-5694,Metro Industrial Fuels
PLT-IN-02,2026/05/29,4900000448,LPG,11151,gal,OPS-6134,Delhi Gas Utility
PLT-IN-02,05-30-2026,4900000449,Petrol,49953,ltr,OPS-5233,Northstar Energy
PLT-DE-01,01.01.2026,4900000450,Natural Gas,64684,ltr,OPS-5780,Northstar Energy
PLT-UK-04,2026/01/02,4900000451,Diesel,55244,Liters,OPS-5479,Northstar Energy
PLT-SG-05,01-03-2026,4900000452,LPG,32371,therm,OPS-4800,Metro Industrial Fuels
PLT-US-03,04.01.2026,4900000453,Diesel,14071,ltr,OPS-5620,Northstar Energy
PLT-UK-04,2026/01/05,4900000454,Petrol,49842,Liters,OPS-5763,Delhi Gas Utility
PLT-SG-05,01-06-2026,4900000455,Natural Gas,39428,Liters,OPS-5962,Northstar Energy
PLT-US-03,07.01.2026,4900000456,Petrol,23333,therm,OPS-6846,Metro Industrial Fuels
PLT-UK-04,2026/01/08,4900000457,Petrol,31825,Liters,OPS-5609,Northstar Energy
PLT-IN-02,01-09-2026,4900000458,LPG,14977,gal,OPS-6234,Delhi Gas Utility
PLT-UK-04,10.01.2026,4900000459,Natural Gas,72152,L,OPS-5795,Northstar Energy
PLT-UK-04,2026/01/11,4900000460,Natural Gas,9114,therm,OPS-6594,Northstar Energy
PLT-IN-02,01-12-2026,4900000461,BioFuel-X,31772,Liters,OPS-5544,ACME Fuels GmbH
PLT-UK-04,13.01.2026,4900000462,LPG,58910,gal,OPS-5641,Metro Industrial Fuels
PLT-US-03,2026/01/14,4900000463,LPG,71306,L,OPS-6432,ACME Fuels GmbH
PLT-US-03,01-15-2026,4900000464,Natural Gas,14385,ltr,OPS-6650,ACME Fuels GmbH
PLT-US-03,16.01.2026,4900000465,BioFuel-X,73872,therm,OPS-4433,ACME Fuels GmbH
PLT-IN-02,2026/01/17,4900000466,LPG,12974,Liters,OPS-6124,Delhi Gas Utility
PLT-UK-04,01-18-2026,4900000467,BioFuel-X,58479,Liters,OPS-6783,Delhi Gas Utility
PLT-UK-04,19.01.2026,4900000468,Diesel,45265,L,OPS-5210,Metro Industrial Fuels
PLT-IN-02,2026/01/20,4900000469,Petrol,11303,L,OPS-5277,Northstar Energy
PLT-SG-05,01-21-2026,4900000470,BioFuel-X,59731,ltr,OPS-5426,Metro Industrial Fuels
PLT-UK-04,22.01.2026,4900000471,Petrol,12845,therm,OPS-4275,Northstar Energy
PLT-DE-01,2026/01/23,4900000472,Petrol,5906,L,OPS-6654,ACME Fuels GmbH
PLT-SG-05,01-24-2026,4900000473,Natural Gas,21592,ltr,OPS-6260,Delhi Gas Utility
PLT-UK-04,25.01.2026,4900000474,BioFuel-X,43433,gal,OPS-4949,Metro Industrial Fuels
PLT-UK-04,2026/01/26,4900000475,BioFuel-X,24226,ltr,OPS-4119,Delhi Gas Utility
PLT-UK-04,01-27-2026,4900000476,BioFuel-X,58976,gal,OPS-4018,Delhi Gas Utility
PLT-DE-01,28.01.2026,4900000477,LPG,27022,Liters,OPS-4416,Delhi Gas Utility
PLT-IN-02,2026/01/29,4900000478,BioFuel-X,47995,Liters,OPS-4466,Northstar Energy
PLT-US-03,01-30-2026,4900000479,LPG,64207,gal,OPS-5591,Metro Industrial Fuels
PLT-US-03,31.01.2026,4900000480,BioFuel-X,15022,Liters,OPS-6528,Delhi Gas Utility
PLT-SG-05,2026/02/01,4900000481,Diesel,39036,gal,OPS-6752,Delhi Gas Utility
PLT-IN-02,02-02-2026,4900000482,Petrol,41099,L,OPS-4479,Delhi Gas Utility
PLT-SG-05,03.02.2026,4900000483,BioFuel-X,48979,ltr,OPS-5713,Delhi Gas Utility
PLT-IN-02,2026/02/04,4900000484,BioFuel-X,50343,therm,OPS-6603,Delhi Gas Utility
PLT-UK-04,02-05-2026,4900000485,Petrol,72783,ltr,OPS-4574,Delhi Gas Utility
PLT-SG-05,06.02.2026,4900000486,Diesel,41282,therm,OPS-5470,ACME Fuels GmbH
PLT-IN-02,2026/02/07,4900000487,BioFuel-X,63568,ltr,OPS-6300,Metro Industrial Fuels
PLT-UK-04,02-08-2026,4900000488,BioFuel-X,53676,therm,OPS-6001,Delhi Gas Utility
PLT-DE-01,09.02.2026,4900000489,Natural Gas,10885,gal,OPS-5196,ACME Fuels GmbH
PLT-SG-05,2026/02/10,4900000490,Petrol,36075,ltr,OPS-4688,Metro Industrial Fuels
PLT-SG-05,02-11-2026,4900000491,LPG,74190,therm,OPS-4463,ACME Fuels GmbH
PLT-US-03,12.02.2026,4900000492,LPG,35162,gal,OPS-4170,Metro Industrial Fuels
PLT-UK-04,2026/02/13,4900000493,Diesel,71661,ltr,OPS-6677,Delhi Gas Utility
PLT-UK-04,02-14-2026,4900000494,Petrol,39071,L,OPS-5427,ACME Fuels GmbH
PLT-IN-02,15.02.2026,4900000495,Natural Gas,57599,L,OPS-6408,Northstar Energy
PLT-SG-05,2026/02/16,4900000496,Natural Gas,56170,ltr,OPS-4846,Delhi Gas Utility
PLT-US-03,02-17-2026,4900000497,LPG,7830,gal,OPS-5151,Delhi Gas Utility
PLT-US-03,18.02.2026,4900000498,LPG,42471,Liters,OPS-5095,ACME Fuels GmbH
PLT-DE-01,2026/02/19,4900000499,Petrol,17821,therm,OPS-6686,Delhi Gas Utility
PLT-IN-02,02-20-2026,4900000500,Petrol,17442,ltr,OPS-5013,Metro Industrial Fuels
PLT-SG-05,21.02.2026,4900000501,Petrol,64204,ltr,OPS-6571,Metro Industrial Fuels
PLT-DE-01,2026/02/22,4900000502,Diesel,49224,therm,OPS-5650,Northstar Energy
PLT-UK-04,02-23-2026,4900000503,Petrol,48424,therm,OPS-6383,ACME Fuels GmbH
PLT-US-03,24.02.2026,4900000504,Diesel,12258,therm,OPS-6189,Metro Industrial Fuels
PLT-IN-02,2026/02/25,4900000505,BioFuel-X,28601,therm,OPS-5099,Northstar Energy
PLT-SG-05,02-26-2026,4900000506,LPG,37221,Liters,OPS-4534,Metro Industrial Fuels
PLT-DE-01,27.02.2026,4900000507,Diesel,45104,L,OPS-6564,Metro Industrial Fuels
PLT-IN-02,2026/02/28,4900000508,BioFuel-X,2184,L,OPS-5869,ACME Fuels GmbH
PLT-IN-02,03-01-2026,4900000509,Petrol,56122,ltr,OPS-4651,Northstar Energy
PLT-US-03,02.03.2026,4900000510,Diesel,12284,Liters,OPS-5523,Delhi Gas Utility
PLT-US-03,2026/03/03,4900000511,Natural Gas,6837,therm,OPS-5758,ACME Fuels GmbH
PLT-IN-02,03-04-2026,4900000512,BioFuel-X,12525,L,OPS-4319,Delhi Gas Utility
PLT-UK-04,05.03.2026,4900000513,Diesel,29697,gal,OPS-4033,Northstar Energy
PLT-IN-02,2026/03/06,4900000514,BioFuel-X,15856,therm,OPS-4290,Delhi Gas Utility
PLT-DE-01,03-07-2026,4900000515,Diesel,50259,L,OPS-5283,Northstar Energy
PLT-UK-04,08.03.2026,4900000516,Natural Gas,39273,ltr,OPS-6627,Delhi Gas Utility
PLT-SG-05,2026/03/09,4900000517,Diesel,9016,gal,OPS-6499,Delhi Gas Utility
PLT-IN-02,03-10-2026,4900000518,Natural Gas,57734,Liters,OPS-5686,Metro Industrial Fuels
PLT-DE-01,11.03.2026,4900000519,Natural Gas,28524,L,OPS-4504,Metro Industrial Fuels
PLT-US-03,2026/03/12,4900000520,Natural Gas,46126,therm,OPS-5014,Northstar Energy
PLT-SG-05,03-13-2026,4900000521,LPG,11092,ltr,OPS-6457,Northstar Energy
PLT-IN-02,14.03.2026,4900000522,LPG,3565,Liters,OPS-6485,Delhi Gas Utility
PLT-DE-01,2026/03/15,4900000523,Natural Gas,51397,Liters,OPS-6027,Metro Industrial Fuels
PLT-UK-04,03-16-2026,4900000524,LPG,14827,ltr,OPS-4290,ACME Fuels GmbH
PLT-IN-02,17.03.2026,4900000525,BioFuel-X,47379,Liters,OPS-6328,Metro Industrial Fuels
PLT-IN-02,2026/03/18,4900000526,BioFuel-X,47945,gal,OPS-4298,ACME Fuels GmbH
PLT-US-03,03-19-2026,4900000527,Natural Gas,8901,L,OPS-4163,ACME Fuels GmbH
PLT-US-03,20.03.2026,4900000528,LPG,52213,gal,OPS-5701,Metro Industrial Fuels
PLT-SG-05,2026/03/21,4900000529,LPG,52777,L,OPS-6523,Delhi Gas Utility
PLT-US-03,03-22-2026,4900000530,Diesel,36418,L,OPS-6094,Delhi Gas Utility
PLT-US-03,23.03.2026,4900000531,BioFuel-X,20415,gal,OPS-6402,ACME Fuels GmbH
PLT-IN-02,2026/03/24,4900000532,Diesel,40704,therm,OPS-5001,ACME Fuels GmbH
PLT-UK-04,03-25-2026,4900000533,LPG,56998,L,OPS-6493,ACME Fuels GmbH
PLT-DE-01,26.03.2026,4900000534,Diesel,40589,ltr,OPS-6899,Delhi Gas Utility
PLT-UK-04,2026/03/27,4900000535,Petrol,1537,ltr,OPS-6142,Northstar Energy
PLT-IN-02,03-28-2026,4900000536,Petrol,21934,Liters,OPS-4483,ACME Fuels GmbH
PLT-US-03,29.03.2026,4900000537,LPG,43960,therm,OPS-4261,Northstar Energy
PLT-UK-04,2026/03/30,4900000538,LPG,10151,therm,OPS-5475,ACME Fuels GmbH
PLT-IN-02,03-31-2026,4900000539,Petrol,65534,gal,OPS-4644,Northstar Energy
PLT-DE-01,01.04.2026,4900000540,Natural Gas,13537,gal,OPS-6084,ACME Fuels GmbH
PLT-IN-02,2026/04/02,4900000541,Diesel,5822,L,OPS-5932,Northstar Energy
PLT-IN-02,04-03-2026,4900000542,Diesel,50247,ltr,OPS-6264,Metro Industrial Fuels
PLT-IN-02,04.04.2026,4900000543,BioFuel-X,29477,Liters,OPS-6950,Northstar Energy
PLT-SG-05,2026/04/05,4900000544,Petrol,35604,L,OPS-4489,ACME Fuels GmbH
PLT-SG-05,04-06-2026,4900000545,Diesel,23557,ltr,OPS-5642,ACME Fuels GmbH
PLT-US-03,07.04.2026,4900000546,Petrol,61010,Liters,OPS-4353,Metro Industrial Fuels
PLT-IN-02,2026/04/08,4900000547,Petrol,1094,Liters,OPS-6309,Northstar Energy
PLT-US-03,04-09-2026,4900000548,LPG,31845,therm,OPS-6020,Delhi Gas Utility
